artist,genre
Michael_Bolton,soft rock
Berger_Michel,variété française
Michael_Damian,Unknown
Ruby_and_The_Romantics,doo-wop
The_Rolling_Stones,classic rock
Tammy_Wynette,traditional country
Kaoma,Unknown
Elvin_Bishop,southern rock
Ingram_James,Unknown
Jeffrey_Reid_Baker,ragtime
Seal,Unknown
Scorpions,hard rock
Pat_Metheny,jazz fusion
Cut_n_Move,eurodance
Michael_McDonald,motown
Sparks,Unknown
Anita_Meyer,nederpop
Sisqo,Unknown
The_Human_League,new wave
Nick_MacKenzie,Unknown
Commander_Cody,country rock
The_Fabulous_Thunderbirds,blues
Freek_de_Jonge,nederpop
Ornella_Vanoni,italian singer-songwriter
Adamski,acid house
Jovanotti,italian singer-songwriter
Toad_the_Wet_Sprocket,Unknown
Adam_and_Eve,Unknown
Calimeros,schlager
Jeffrey_Osborne,quiet storm
Journey,album rock
Ben_E._King,r&b
Omar,Unknown
Fluid,Unknown
Cannibal_and_The_Headhunters,proto-punk
The_Rubettes,glam rock
De_Migra_s,Unknown
Winger,glam metal
Tom_McDermott,ragtime
Nick_Kamen,Unknown
Alice,grunge
Nightcrawlers,Unknown
Go_West,Unknown
Focus,Unknown
Stevens_Shakin_,christmas
Five_Man_Electrical_Band,Unknown
Mitch_Ryder,northern soul
1910_Fruitgum_Company,bubblegum pop
Zhane,new jack swing
Foundations,Unknown
Special_EFX,smooth jazz
The_Sugarhill_Gang,hip hop
Crowded_House,Unknown
Leonard_Bernstein,classical
Boyz_II_Men,r&b
Sonia,Unknown
Jan_and_Dean,surf rock
Annie_Lennox,synthpop
Jars_of_Clay,ccm
Bobby_Boris_Pickett,Unknown
Joe_Satriani,Unknown
Rufus_Thomas,soul
RMB,Unknown
Gordon_Lightfoot,folk rock
Eddy_Duane,surf rock
Skid_Row,glam metal
Mott_The_Hoople,glam rock
Capella,classical
The_Troggs,proto-punk
Wilson_Phillips,Unknown
Tom_Petty,classic rock
Eddie_Cochran,rockabilly
Carl_Teike,Unknown
All_Saints,Unknown
Bela_Bartok,classical
Kylie_Minogue,dance pop
The_Clash,punk
Corduroy,indie rock
Sophie_B._Hawkins,Unknown
Eurythmics,new wave
Babyface,r&b
The_Sylvers,disco
3T,Unknown
The_Rivieras,surf rock
Roots_Syndicate,Unknown
Caught_in_the_Act,Unknown
England_Dan,soft rock
E-Type,eurodance
Bill_Withers,soul
Junior_Walker,country
Miller,Unknown
"Crosby,_Stills,_Nash_and_Young",folk rock
Grand_Funk_Railroad,classic rock
Peter_Andre,christian folk
Revere,bluegrass
Cyndi_Lauper,Unknown
Tina_Turner,r&b
Dave_Brubeck,jazz
Roberta_Flack,adult standards
The_Drifters,doo-wop
Astrud_Gilberto,bossa nova
Warren_G,g-funk
702,r&b
Dead_Or_Alive,hi-nrg
Shola_Ama,uk garage
The_Pasadenas,Unknown
Streisand,adult standards
Sam_and_Dave,motown
Dallara,italo dance
Stephanie_Mills,quiet storm
Oscar_Peterson,jazz
Fool_s_Garden,Unknown
Rastape,forró
Bronski_Beat,synthpop
John_Farnham,Unknown
Modern_Jazz_Quartet,cool jazz
The_Smiths,new wave
Parton_Dolly,country
Chip_Taylor,americana
Jack_Jones,adult standards
Robin_S,tropical house
Jon_Secada,Unknown
The_Mavericks,Unknown
Maxi_Priest,lovers rock
New_Order,new wave
East_Side_Beat,piano house
Broadway,musicals
Crowd,christian
Red,Unknown
The_Mindbenders,Unknown
Kate_Bush,art pop
Klein_Orkest,nederpop
CB_Milton,eurodance
Dietrich_Marlene,Unknown
Edison_Lighthouse,Unknown
Matt_Bianco,acid jazz
Whitesnake,glam metal
Johnny_Mathis,christmas
The_Spencer_Davis_Group,proto-punk
Ocean_Billy,Unknown
Sam_The_Sham,Unknown
Xscape,r&b
Robin_Beck,album rock
Bruce_Channel,Unknown
Chris_de_Burgh,soft rock
Ludwig_van_Beethoven,classical
Corry_Konings,nederpop
Bob_Dylan,folk rock
Randy_Crawford,Unknown
Delibes_Leo,classical
Daniel_Boone,Unknown
John_Robert,blues
Animotion,synthpop
The_Manhattans,philly soul
Ratt,classical
Jodeci,new jack swing
Eric_Clapton,blues
ZZ_Top,southern rock
Friend_and_Lover,Unknown
The_Hollies,Unknown
Shawn_Mullins,Unknown
Frankie_Goes_to_Hollywood,synthpop
Bobby_Vinton,doo-wop
Curtis_Lee,doo-wop
Howard_Jones,new wave
Equals,lounge
Mariah_Carey,pop
Sergio,banda
Elvis_Costello,power pop
FIXX,Unknown
Gary_Lewis,Unknown
Haak,Unknown
Nine_Inch_Nails,industrial rock
Amber,dubstep
Art_of_Noise,synthpop
Searchers,Unknown
Loggins_and_Messina,Unknown
Wilson_Pickett,motown
Yanni,Unknown
Herman_s_Hermits,Unknown
The_Righteous_Brothers,Unknown
The_Cure,new wave
Mocedades,trova
Danyel_Gerard,schlager
Atlantic_Ocean,Unknown
Weird_Al_Yankovic,comedy
Herbie_Mann,latin jazz
Visage,synthpop
Bad_Manners,ska
The_Fixx,new wave
Dr._Alban,eurodance
Alexandra,bachata
Arabesque,disco
Daniele,italian singer-songwriter
Spanky_and_Our_Gang,baroque pop
The_Kinks,proto-punk
The_Outhere_Brothers,chicago house
Lenny_Kravitz,rock
Rossi_Vasco,italian singer-songwriter
Orchestral_Manoeuvres_in_the_Dark,new wave
Donovan,folk rock
Bobby_Vee,doo-wop
Lunapop,italian singer-songwriter
Billy_Crash_Craddock,traditional country
Mary_Wells,motown
Stevie_Wonder,motown
Belinda_Carlisle,Unknown
Detroit_Emeralds,northern soul
Blues_Image,Unknown
Yazz_and_plastic_population,Unknown
Nirvana,grunge
Garbage,Unknown
Kristina_Bach,schlager
Tom_Petty_and_The_Heartbreakers,classic rock
Fitzgerald_Ella,vocal jazz
Status_Quo,glam rock
Laine_Cleo,vocal jazz
The_Shangri-Las,doo-wop
Attila,deathcore
Sam_Brown,Unknown
Carmen,Unknown
Stories,children's music
Gerry_Mulligan_Quartet,cool jazz
Bobby_Rydell,doo-wop
Zeze_di_Camargo,sertanejo
Zebrahead,skate punk
Frankie_Valli,Unknown
Sabrina,Unknown
Nino_De_Angelo,schlager
Creation,reggae rock
Sonic_Youth,noise rock
Katrina_and_the_Waves,Unknown
Steve_Vai,Unknown
Wet_Wet_Wet,red dirt
"Schilling,_Peter",neue deutsche welle
MN8,new jack swing
Holly_Buddy,rockabilly
Zappa,progressive rock
Carl_Douglas,Unknown
Rage_Against_the_Machine,rap metal
Tim_Immers,Unknown
Type_O_Negative,gothic metal
Hall_and_Oates,soft rock
Au_bonheur_des_dames,variété française
Antonio_Carlos,bossa nova
Black_Sabbath,metal
The_KLF,acid house
Lynn_Anderson,Unknown
Boston,Unknown
Parker_Charlie,bebop
Puckett,Unknown
Saez,Unknown
Wilbert_Harrison,doo-wop
Bee_Gees,disco
Berlin_Irving,Unknown
New_Vaudeville_Band,Unknown
Mango,Unknown
Jeremy_Jackson,Unknown
Robinson,edm
Booker_T._and_The_MG_s,Unknown
Bill_Haley,rockabilly
Sammy_Nestico,big band
Jimmy_Ruffin,motown
The_Chordettes,doo-wop
Curtis_Stigers,gothic country
Kenny_Thomas,new jack swing
Imagination,post-disco
Supermax,Unknown
RICHIE_LIONEL,motown
David_Essex,glam rock
Rick_Springfield,Unknown
Trans-X,hi-nrg
Us3,Unknown
Lynyrd_Skynyrd,southern rock
Procol_Harum,progressive rock
Martika,celtic
The_Swinging_Blue_Jeans,Unknown
Collective_Soul,post-grunge
Adamo,chanson
Cathy_Dennis,Unknown
Johnny_Cash,country
Alain_Souchon,variété française
The_Five_Satins,doo-wop
Tommy_Roe,bubblegum pop
Davis_Miles,jazz
Love_Unlimited_Orchestra,philly soul
Barenaked_Ladies,Unknown
Neil_Diamond,poprock
"Linda,_Roos_and_Jessica",nederpop
Isaac_Hayes,soul
Dave_Grusin,smooth jazz
Blumchen,children's music
Gruppo_Sportivo,nederpop
Tracey_Ullman,Unknown
Suzanne_Ciani,new age
Gina_G,lullaby
Jett,rock
The_Pointer_Sisters,disco
Incognito,acid jazz
Paul_Revere_and_The_Raiders,proto-punk
U2,opera
Atkins_Chet,Unknown
Frank_Galan,schlager
Europe,grime
Michel_Delpech,variété française
Fiorella_Mannoia,italian singer-songwriter
Crystals,doo-wop
Jets,Unknown
Estefan_Gloria,Unknown
Bob_Carlisle,ccm
Heidi_Bruhl,schlager
Anx,Unknown
Scooter,happy hardcore
2_Unlimited,eurodance
Jann_Arden,Unknown
Toussaint,Unknown
Peter_Koelewijn_and_Zijn_Rockets,Unknown
Jamiroquai,acid jazz
Paul_Young,Unknown
Karas_Anton,Unknown
Herbie_Hancock,jazz
Solo,Unknown
OMD,Unknown
Carl_Perkins,rockabilly
James_Last,orchestra
Jessica_Simpson,Unknown
Zero,k-pop
Kim_Carnes,Unknown
Price_Lloyd,doo-wop
The_Monkees,Unknown
"Amos,_Tori",singer-songwriter
Paola_Turci,italian singer-songwriter
Hohner,schlager
Chris_Andrews,schlager
Paul_Desmond,cool jazz
Chick_Corea,jazz fusion
Amii_Stewart,disco
Alison_Moyet,synthpop
Acoustic_Alchemy,smooth jazz
Nik_Kershaw,Unknown
Santo,bachata
White_Lion,glam metal
Rene_Froger,nederpop
OMC,Unknown
Masini,italian singer-songwriter
Freddie_Mercury,Unknown
Jane_s_Addiction,Unknown
Simple_Minds,new wave
Patrick_Swayze,Unknown
Harold_Faltermeyer,synthpop
Washington_Dinah,vocal jazz
Cesar_Franck,chamber music
Nini_Rosso,exotica
Miles_John,Unknown
Belafonte_Harry,calypso
Eagles,classic rock
Baglioni_Claudio,italian singer-songwriter
Ice_MC,eurodance
Sly_and_The_Family_Stone,funk
Tracy_Chapman,Unknown
Floyd_Cramer,Unknown
Technohead,happy hardcore
Shania_Twain,country
Ekseption,nederpop
Stephen_Bishop,soft rock
Orbital,Unknown
Anita_Baker,quiet storm
Macy_Gray,Unknown
Tozzi_Umberto,italo dance
Tommy_Edwards,doo-wop
Gordon,christian hip hop
Los_Del_Rio,norteño-sax
New_Radicals,Unknown
Silverchair,grunge
Calloway,Unknown
Johnny_Rivers,Unknown
Gene_Pitney,Unknown
Darin_Bobby,big band
Hue_and_Cry,Unknown
Jimmy_James,Unknown
Blur,Unknown
Talk_of_the_Town,new york drill
Little_Eva,doo-wop
Nek,opera
Darts,rockabilly
Dee,Unknown
Night_Ranger,glam metal
Hawkins_Erskine,swing music
Mel_C,jazz
K7,Unknown
Marc_Anthony,salsa
Motley_Crue,glam metal
Madonna,Unknown
"Holm,_Michael",schlager
Michael_Stanley_Band,album rock
Assia,melodic techno
Wilson_Teddy,jazz
883,italian singer-songwriter
Groove_Theory,neo soul
Alexander_O_Neal,Unknown
Kim_Appleby,Unknown
The_Cardigans,Unknown
Mecano,rock en español
2_the_Core,Unknown
The_Charmaines,northern soul
Shocking_Blue,nederpop
American_Made,country rock
Herman,corrido
Big_Mr.,glam metal
Charles_Aznavour,chanson
Martha_Reeves,motown
Guns_N_Roses,rock
Jody_Watley,new jack swing
Rednex,Unknown
Cole_Porter,big band
Frank_Mills,Unknown
Skylark,Unknown
Forrest,christian hip hop
The_Outfield,Unknown
The_Cult,hard rock
Twila_Paris,ccm
Pat_Boone,adult standards
Hank_Jones,jazz
Jerry_Lee_Lewis,rockabilly
The_Prodigy,big beat
Queensryche,progressive metal
IDOL_BILLY,Unknown
Herb_Alpert,adult standards
Alannah_Myles,Unknown
Barry_John,Unknown
Jackie_Wilson,northern soul
Elton_John,Unknown
Breathe,Unknown
Ray_Parker_Jr.,Unknown
Celine_Dion,variété française
Lisa_Loeb,singer-songwriter
Pausini_laura,latin pop
Selena,pop
Camaleonti,italian singer-songwriter
Fine_Young_Cannibals,Unknown
Thomas_Dolby,new wave
Black_Fooss,Unknown
Celentano,italo dance
The_Partridge_Family,bubblegum pop
Live,hyperpop
The_Left_Banke,baroque pop
Robert_Leroy,nederpop
M_People,Unknown
Renee_Rosnes,jazz
Aqua,europop
Apollo_100,Unknown
Marilyn_Monroe,Unknown
Jeff,drill
Kool_and_The_Gang,disco
The_McGuire_Sisters,adult standards
Vicki_Sue_Robinson,disco
Xavier_Cugat,exotica
Dave_Mason,Unknown
The_Boomtown_Rats,new wave
Bizet_Georges,opera
James_Brown,soul
Blattschuss,neue deutsche welle
Pagliaro,Unknown
Moby,downtempo
War,anime
Cutting_Crew,Unknown
Jantje_Koopmans,polka
Worlds_Apart,melodic bass
Eddie_Holman,northern soul
Megadeth,thrash metal
Stan_Kenton,big band
Guesch_Patti,Unknown
Bolero,bolero
Warren_Zevon,singer-songwriter
New_Age,Unknown
Marvin_Gaye,motown
Jimmy_Barnes,Unknown
The_Moody_Blues,progressive rock
Time_Bandits,nederpop
The_Doors,psychedelic rock
Amina,Unknown
Assekruus,Unknown
Rembrandts,Unknown
The_Cars,power pop
Rainbow,Unknown
Curtis_Mayfield,soul
Snap,traditional music
Bad_Boys_Blue,italo disco
Glover,Unknown
Jobim_Antonio_Carlos,bossa nova
Andrew_Lloyd_Webber,musicals
Men_at_Work,Unknown
Freddie_and_The_Dreamers,Unknown
Melissa_Etheridge,Unknown
Simon_Paul,singer-songwriter
Andrew_Gold,Unknown
Murray_Head,Unknown
The_Animals,classic rock
UZEB,jazz fusion
Ernie_K-Doe,doo-wop
Information_Society,funk melody
LFO,Unknown
Percy_Sledge,motown
T_Pau,retro soul
Boys_Town_Gang,hi-nrg
Love_Affair,Unknown
Ten_Years_After,blues rock
Marco_Borsato,nederpop
Borodin,classical
Elvis,rockabilly
Johnny_Horton,rockabilly
Joe,Unknown
Leo_Friedman,classical
Paula_Abdul,Unknown
Sam_the_Sham_and_The_Pharaohs,Unknown
Liesbeth_List,nederpop
Falco,japanese vgm
Telly_Savalas,Unknown
Wild_Cherry,Unknown
Eric_Johnson,Unknown
Eddie_Kendricks,motown
20_Fingers,eurodance
Jive_Bunny,Unknown
Mason_Williams,Unknown
Porter_Cole,big band
Interactive,Unknown
Sugar_Lee_Hooper,Unknown
Goo_Goo_Dolls,Unknown
Al_Green,soul
Robert_Hampton,cool jazz
Hooker_John_Lee,blues
a-ha,soft rock
Glen_Campbell,Unknown
Edgar_Winter,classic rock
Fats_Domino,rock and roll
Freak_Power,acid jazz
Black_Rose,eurodance
Jean_Knight,motown
LEN,opera
Scott_James,musicals
Spin_Doctors,Unknown
Don_Backy,italian singer-songwriter
Nuovi_Angeli,italo dance
Rah_Band,Unknown
No_Doubt,Unknown
Raydio,post-disco
Toni_Braxton,r&b
Television_Theme_Songs,Unknown
Bert_Heerink,nederpop
Donna_Summer,disco
The_Walker_Brothers,baroque pop
Divinyls,Unknown
Energy_52,trance
AL_Bano,italo dance
Croce_Jim,folk rock
Sting,rock
Rascel,Unknown
Anthony_Richard,chanson
Derek_and_the_Dominos,blues rock
Jimmy_Nail,Unknown
Kraftwerk,krautrock
"Blood,_Sweat_and_Tears",Unknown
David_Lee_Roth,glam metal
Brunner_and_Brunner,schlager
Busta_Rhymes,east coast hip hop
Die_Arzte,neue deutsche welle
Freda_Payne,northern soul
Glenn_Medeiros,Unknown
Desireless,Unknown
Ruggeri,italian singer-songwriter
Clouseau,nederpop
Suzanne_Vega,singer-songwriter
Creed,classic rock
Ronny_Jordan,acid jazz
The_Pretenders,doo-wop
Barry_White,disco
Edward_Kleban,musicals
Petty,classic rock
Billy_Swan,Unknown
Hot_Chocolate,Unknown
Darude,eurodance
Joey_Ramone,Unknown
Bach_Johann_Sebastian,classical
Joe_Jackson,new wave
Johnson_James_P,ragtime
Will_Smith,Unknown
Bell,Unknown
Albert_Hammond,Unknown
Mungo_Jerry,Unknown
Charles_and_Eddie,Unknown
Jaco_Pastorius,jazz fusion
Double,corrido
Gaskin_Street,Unknown
Fancy,brazilian bass
Eiffel_65,eurodance
Lewis_George,ragtime
Rozalla,eurodance
Sawyer_Brown,country
Articolo_31,Unknown
Sniff_n_the_Tears,Unknown
Alain_Chamfort,variété française
REO_Speedwagon,soft rock
Andre_Hazes,nederpop
Them,deathcore
Tal_Bachman,Unknown
Jackie_DeShannon,Unknown
Rocky_Horror,Unknown
Erasure,synthpop
Evans_Bill,jazz
Tyner_Mccoy,jazz
Jackson_Michael,Unknown
Paul_Dukas,Unknown
Orleans,soft rock
The_Shamen,acid house
Enrique_Iglesias,latin pop
Duke,house
Communards,hi-nrg
Pseudo_Echo,synthpop
Billie_Jo_Spears,traditional country
Jimmy_McGriff,jazz funk
Bommbastic,Unknown
Leali,italian singer-songwriter
Robin_Cock,Unknown
Stan_Getz,bossa nova
Aretha_Franklin,soul
Jody_Reynolds,rockabilly
Johnny_Hoes,nederpop
Oingo_Boingo,new wave
Ottawan,disco
Bad_Company,classic rock
Ben_Folds_Five,Unknown
Ann_Farina,Unknown
The_Hooters,Unknown
Biagio_Antonacci,italian singer-songwriter
Romina_Power_Al_Bano,italo dance
Debbie_Gibson,Unknown
Steppenwolf,classic rock
BBMak,Unknown
Salvatore_Adamo,chanson
Bill_Medley,Unknown
Bread,soft rock
Neil_Sedaka,doo-wop
Christie,opera
Sarah_McLachlan,Unknown
Roy_Black,underground hip hop
The_Brothers_Four,folk
Brandy,r&b
LightHouse,Unknown
Burton_Lane,musicals
Toni_Basil,Unknown
Radiohead,art rock
King_Diana,Unknown
Domino_Fats,rock and roll
MFSB,philly soul
Joe_Walsh,classic rock
John_Lee_Hooker,blues
John_Lennon,rock
Ray_Davies,Unknown
Texas,alternative hip hop
Dionne_Warwick,Unknown
Bloodhound_Gang,Unknown
Lewis_Meade_lux_,boogie-woogie
Hughie_Cannon,Unknown
The_Five_Stairsteps,Unknown
Niamh_Kavanagh,Unknown
Lavinia_Jones,Unknown
J.J._Cale,blues
Stone_Temple_Pilots,grunge
Chyp-notic,Unknown
Barlow_Gary,Unknown
Crusaders,jazz funk
Three_Dog_Night,Unknown
Party_Animals,happy hardcore
Alain_Barriere,chanson
Emmanuel_Chabrier,Unknown
Marx_Richard,soft rock
Erroll_Garner,jazz
Tornados,tejano
Playmates,doo-wop
T._Rex,glam rock
Allen_Toussaint,Unknown
Bart_Herman,nederpop
Delfonics_the,philly soul
Kadoc,hard house
Puff_Daddy,Unknown
Magic_Affair,eurodance
Tag_Team,miami bass
Alain_Bashung,chanson
Collins_Phil,soft rock
Bush,art pop
Buffalo_Springfield,folk rock
The_Police,rock
Jefferson_Starship,album rock
Gary_Puckett,Unknown
Brian_McKnight,quiet storm
Paul_Mauriat,orchestra
Peter_de_Koning,nederpop
Humperdinck_Engelbert,Unknown
Rory_Block,country blues
Ramazzotti,italo dance
Vertical_Horizon,Unknown
Graziani,italian singer-songwriter
Chopin_Frederic,classical piano
Janis_Joplin,classic rock
Green_Day,punk
The_Psychedelic_Furs,new wave
Crystal_Waters,Unknown
KWS,Unknown
The_Supremes,motown
Fatboy_Slim,big beat
Shalom,Unknown
Masterboy,eurodance
Peter_Maffay,schlager
Gershwin,ragtime
Dave_Matthews_Band,Unknown
Bob_James,smooth jazz
The_Cowsills,baroque pop
Cream,classic rock
Chris_Rea,christmas
The_Stranglers,proto-punk
Whitney_Houston,pop
Gillespie_Dizzy,bebop
Adriano_Celentano,italo dance
Eels,Unknown
Jan_Hammer,jazz fusion
Little_Richard,rockabilly
Jimmy_Somerville,hi-nrg
Sixpence_None_the_Richer,Unknown
Aswad,reggae
The_Happenings,baroque pop
Al_Jolson,ragtime
The_Temptations,motown
Cabrel_Francis,variété française
Depeche_Mode,new wave
Eve_6,post-grunge
Wolfgang_Ambros,neue deutsche welle
Bruce_Hornsby,Unknown
The_Style_Council,Unknown
Gerry_and_The_Pacemakers,Unknown
Martin_Dean,christmas
King_Crimson,progressive rock
Nomadi,Unknown
Patrick_Bruel,variété française
Sheryl_Crow,Unknown
The_Beautiful_South,britpop
Kim_Wilde,Unknown
Leon_Russell,Unknown
Phyllis_Nelson,hi-nrg
Grateful_Dead,psychedelic rock
Garth_Brooks,country
Imca_Marina,schlager
Peppino_di_Capri,canzone napoletana
Malmsteen_Yngwie,neoclassical
Mixed_Emotions,schlager
Chaka_Demus,dancehall
Roberts,Unknown
Van_Morrison,Unknown
The_Knack,power pop
Berlin,classical
Shanice,new jack swing
Terry_Stafford,doo-wop
Linda_Ronstadt,country rock
Blues_Traveler,Unknown
George_Thorogood,classic rock
Imperial_Teen,Unknown
Crickets,rockabilly
Paul_de_Leeuw,nederpop
Black_Box,britpop
Britney_Spears,pop
Laura_Branigan,Unknown
Walter_Murphy,disco
Chris_Roberts,schlager
Banda_Blanca,merengue
Wet_Willie,southern rock
Pink_Floyd,progressive rock
Mark_Morrison,Unknown
Mathis,christmas
Real_Thing,Unknown
Renee_de_Haan,nederpop
Average_White_Band,Unknown
Filter,industrial rock
Hues_Corporation,disco
Cameo,funk
Harry_Chapin,singer-songwriter
Jimmy_Buffett,Unknown
Donny_Osmond,Unknown
Rose_Royce,quiet storm
Anna_Oxa,italian singer-songwriter
Richard_Sanderson,Unknown
Tiffany,worship
Limp_Bizkit,nu metal
Rick_Astley,Unknown
Quartz,k-rock
Jimmy_Cliff,reggae
Three_degrees_the,philly soul
The_Standells,proto-punk
Marky_Mark,hip house
The_Chi-Lites,motown
The_Raspberries,Unknown
Deniece_Williams,Unknown
Walter_Egan,Unknown
The_Seekers,Unknown
Dr._Dre,Unknown
Bananarama,hi-nrg
"CHRISTIE,TONY",Unknown
Natalie_Imbruglia,Unknown
Garland,christmas
Good_Shape,Unknown
Eagle-Eye_Cherry,Unknown
Milli_Vanilli,Unknown
Patricia_Paay,nederpop
Joe_Cocker,Unknown
Yazoo,synthpop
The_Gap_Band,quiet storm
The_Ritchie_Family,disco
Battiato,italian singer-songwriter
Bad_English,album rock
Barry_Mann,doo-wop
Kansas,classic rock
Ricky_Martin,latin pop
Clementi,Unknown
Babylon_Zoo,Unknown
Ann_Peebles,soul
Sergio_Mendes,brazilian jazz
The_Who,classic rock
Crow_Sheryl,Unknown
Mily_Balakirev,Unknown
Kenny_Loggins,Unknown
Billy_Mayerl,ragtime
Yes,classical
Byrd_Charlie,bossa nova
Charlebois_Robert,chanson
Tower_of_Power,jazz funk
George_Baker_Selection,nederpop
Faith,country
Baby_D,lullaby
The_B-52_s,new wave
Maxime_Le_Forestier,chanson
Leif_Garrett,disco
Crash_Test_Dummies,Unknown
John_Fogerty,country rock
Riccardo_Cocciante,italian singer-songwriter
Johnny_Gill,new jack swing
Billy_Fury,rock and roll
Roger_Williams,orchestra
Firefall,country rock
Dan_Hartman,disco
Dina_Carroll,Unknown
Fairport_Convention,folk rock
Nancy_Sinatra,Unknown
The_Cover_Girls,freestyle
Atlanta_Rhythm_Section,southern rock
Rionegro,sertanejo
Big_Mountain,reggae
Buggles,Unknown
David_Byrne,art rock
Anggun,indonesian pop
Jerry_Herman,musicals
The_Dave_Clark_Five,Unknown
Cherry_Poppin_Daddies,swing music
Sylvester,disco
2Boys,aussie drill
Bros,reggaeton
The_Association,baroque pop
John_Waite,arena rock
10cc,art rock
John_Field,classical
Nick_Gilder,glam rock
Elsa,Unknown
Carole_King,singer-songwriter
Het_Goede_Doel,nederpop
Robert_John,blues
Jackie_McLean,hard bop
Sister_Sledge,disco
Ventures,surf rock
Quatro,glam rock
Fossati_Ivano,italian singer-songwriter
Fay_Lovsky,acid jazz
Gene_Vincent,rockabilly
Sydney_Youngblood,Unknown
Primus,funk rock
Norman_Connors,quiet storm
Barry_Manilow,adult standards
Boney_M.,disco
Jaggerz,Unknown
The_Everly_Brothers,doo-wop
Warren,Unknown
C.J._Lewis,reggae
The_Verve,britpop
Will_Glahe,polka
Corey_Hart,synthpop
Scott_Joplin,ragtime
Johnson,texas country
De_Dijk,nederpop
Carmen_Eric,Unknown
Andy_Kim,Unknown
Chris_Isaak,Unknown
Perplexer,eurodance
Papa_Roach,nu metal
The_Flying_Pickets,Unknown
The_Honeydrippers,Unknown
Gladys_Knight,motown
Bruce_Hornsby_and_The_Range,Unknown
Stern_Mike,jazz fusion
Hans_Albers,schlager
Houston_Thelma,motown
The_Brown_James,Unknown
BND,opera
Werner,Unknown
DaWN,latin house
Shep_and_The_Limelites,doo-wop
Huey_Lewis,Unknown
Wang_Chung,new wave
Mann_Herbie,latin jazz
Lulu,Unknown
Godspell,musicals
La_Bionda,italo disco
Brooks_and_Dunn,country
Todd_Rundgren,power pop
Mark_Snow,Unknown
Meco,Unknown
The_Isley_Brothers,motown
Sandro_and_Gustavo,sertanejo tradicional
The_Blues_Brothers,blues
M,gangster rap
Merle_Travis,bluegrass
911,latin house
Nazareth,hard rock
Drupi,italo dance
Tom_Turpin,ragtime
Wayne_Jeff,progressive rock
Sheriff,glam metal
Cheer,Unknown
The_O_Jays,Unknown
Black,Unknown
Lindsey_Buckingham,Unknown
Iron_Maiden,heavy metal
Olivia_Newton-John,Unknown
Luther_Ingram,Unknown
Soulful_Dynamics,Unknown
Dizzy_Man_s_Band,Unknown
Ed_Townsend,doo-wop
"BUTLER,_JONATHAN",smooth jazz
Suzi_Quatro,glam rock
Bob_Marley,reggae
Young_Paul,Unknown
De_Electronica_s,Unknown
Centory,eurodance
blink-182,pop punk
Jennifer_Rush,Unknown
Atlantic_Starr,quiet storm
Melissa_Manchester,Unknown
Sade,Unknown
Jon_Cleary,Unknown
Maria_McKee,Unknown
Rickie_Lee_Jones,singer-songwriter
Pearl_Jam,grunge
311,reggae rock
101_Strings,exotica
Quick_Pick,dansband
Marley_Bob,reggae
Randy_VanWarmer,Unknown
Spyro_Gyra,smooth jazz
"Oldfield,_Mike",progressive rock
Joe_Diffie,country
Squeeze,power pop
Vasco,italian singer-songwriter
Giorgio_Moroder,italo disco
Pat_Benatar,album rock
Rick_James,funk
Alberti,Unknown
Otis_Redding,soul
The_Manhattan_Transfer,vocal jazz
Andrea_Bocelli,opera
First_Class,Unknown
The_Searchers,Unknown
Roy_Clark,christian country
Rogers_Kenny,country
Cheryl_Lynn,disco
Demis_Roussos,schlager
Real_Life,new wave
Dan_Hill,Unknown
Davis_John,indie folk
Bette_Midler,Unknown
Everclear,post-grunge
Westernhagen,neue deutsche welle
Tokens,Unknown
Gompie,schlager
Lisa_Stansfield,Unknown
The_Surfaris,surf rock
Champaign,quiet storm
White_Zombie,industrial metal
Madness,ska
Freddy_Martin,big band
Yvonne_Elliman,disco
Motels,new wave
"Warwick,_Dionne",Unknown
RODGERS_RICHARD,musicals
Battisti,italian singer-songwriter
Lesley_Gore,Unknown
The_Grass_Roots,folk rock
Andre_Moss,future house
Laid_Back,Unknown
Deftones,nu metal
Confederate_Railroad,southern rock
Dixie_Chicks,Unknown
Tanita_Tikaram,Unknown
Genesis,progressive rock
Boyzone,Unknown
Stanley_Clarke,jazz fusion
Ace,dangdut
Fortunes,Unknown
Dusty_Springfield,Unknown
Frank_and_Mirella,polka
Alice_Cooper,glam rock
Duval,Unknown
Dolls_United,Unknown
Star_Wash,eurodance
Robbie_Williams,Unknown
Alan_Parsons,symphonic rock
Wing,hindi hip hop
Bauer,Unknown
Typically_Tropical,Unknown
Loverboy,Unknown
Chumbawamba,Unknown
East_17,christmas
Charlie_Makes_The_Cook,Unknown
Oleta_Adams,Unknown
Waller_Fats,swing music
Billy_Ray_Cyrus,Unknown
LaTour,indie pop
Jose_Feliciano,christmas
Brownsville_Station,Unknown
Powell_Bud,bebop
Grace_Jones,art pop
Lou_Rawls,philly soul
Boris_Gardiner,lovers rock
White_Barry,disco
Christoph_Willibald_Gluck,classical
Bryan_Adams,Unknown
Skee-Lo,Unknown
Gipsy_Kings,flamenco
HORNER_JAMES,soundtrack
BERRY_CHUCK,rockabilly
Nelson_Oliver,nu disco
De_Nachroave,Unknown
Kelly_R,r&b
Shaggy,reggae
Golden_Earring,nederpop
Louis_Moreau_Gottschalk,Unknown
Grandi,Unknown
Al_Jarreau,smooth jazz
